file name, index, score
alpaca_cleaned_dataset, 12844, 0.093909
alpaca_cleaned_dataset, 12460, 0.093839
alpaca_cleaned_dataset, 3113, 0.093812
alpaca_cleaned_dataset, 12536, 0.093806
alpaca_cleaned_dataset, 40231, 0.093792
alpaca_cleaned_dataset, 18802, 0.093787
alpaca_cleaned_dataset, 18726, 0.093769
alpaca_cleaned_dataset, 10561, 0.09374
alpaca_cleaned_dataset, 16251, 0.093732
alpaca_cleaned_dataset, 22301, 0.093717
alpaca_cleaned_dataset, 22085, 0.093709
alpaca_cleaned_dataset, 48689, 0.093675
alpaca_cleaned_dataset, 17832, 0.093668
alpaca_cleaned_dataset, 41414, 0.093655
alpaca_cleaned_dataset, 25477, 0.093576
alpaca_cleaned_dataset, 35761, 0.093565
alpaca_cleaned_dataset, 51303, 0.093517
alpaca_cleaned_dataset, 13263, 0.093492
alpaca_cleaned_dataset, 37851, 0.093457
alpaca_cleaned_dataset, 2066, 0.093449
alpaca_cleaned_dataset, 15721, 0.093371
alpaca_cleaned_dataset, 25152, 0.093328
alpaca_cleaned_dataset, 7177, 0.093322
alpaca_cleaned_dataset, 25039, 0.093306
alpaca_cleaned_dataset, 19202, 0.093305
alpaca_cleaned_dataset, 49475, 0.093244
alpaca_cleaned_dataset, 11753, 0.093219
alpaca_cleaned_dataset, 4216, 0.093184
alpaca_cleaned_dataset, 48340, 0.093131
alpaca_cleaned_dataset, 5854, 0.093108
alpaca_cleaned_dataset, 9246, 0.0931
alpaca_cleaned_dataset, 25114, 0.093095
alpaca_cleaned_dataset, 1705, 0.09309
alpaca_cleaned_dataset, 31886, 0.093075
alpaca_cleaned_dataset, 50298, 0.093055
alpaca_cleaned_dataset, 42299, 0.093043
alpaca_cleaned_dataset, 46603, 0.092954
alpaca_cleaned_dataset, 6128, 0.092944
alpaca_cleaned_dataset, 10814, 0.092924
alpaca_cleaned_dataset, 48405, 0.092818
alpaca_cleaned_dataset, 29792, 0.092813
alpaca_cleaned_dataset, 33982, 0.092809
alpaca_cleaned_dataset, 11497, 0.092752
alpaca_cleaned_dataset, 49658, 0.092641
alpaca_cleaned_dataset, 20561, 0.092559
alpaca_cleaned_dataset, 29322, 0.092559
alpaca_cleaned_dataset, 30815, 0.092542
alpaca_cleaned_dataset, 39611, 0.092506
alpaca_cleaned_dataset, 33678, 0.092492
